Mix ID, Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (με) 7d,Drying shrinkage (με) 28d,Drying shrinkage (με) 90d,Drying shrinkage (με)120d,Creep (με) 28d,Creep (με) 90d,Creep (με) 150d,Abrasion (mm) 28 d,Reference
R48_20S1.3A,400,210,700.4,891.5,0,100,0,1.3,57.04,-1,7.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R48_10S1.5A,450,210,707.4,900.2,0,50,0,1.5,58.66,-1,7.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R48_10S1.7A,400,210,699.3,890.2,0,100,0,1.5,56.46,-1,6.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R48_20S1.5A,450,210,706.3,898.6,0,50,0,1.7,60.57,-1,7.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R48_20S1.7A,400,210,698.5,888.8,0,100,0,1.7,61.24,-1,6.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R49_M2,467.5,192.5,839.3,801.3,0,0,82.5,7.43,51.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1617/s11527-011-9706-0
R49_M3,385,192.5,834.8,797.1,0,0,165,7.43,52.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R49_M4,302.5,192.5,830.3,792.8,0,0,247.5,7.43,52.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R50_F20,437,176,924,743,80,0,0,4.65,59.24,5.5,-1,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2009.12.012
R50_F40,333,173,924,743,162,0,0,3.71,49.72,4.2,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R50_F60,225,170,924,743,247,0,0,3.21,31.62,3.3,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R50_F80,115,167,924,743,336,0,0,2.93,13.6,1.8,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_25%FA,375,195,735,910,125,0,0,6.75,33.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1007/s12205-013-1680-3
R51_30%FA,350,190,735,910,150,0,0,6.75,39.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_35%FA,325,190,735,910,175,0,0,6.75,36.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_40%FA,300,190,735,910,200,0,0,6.75,38.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_5%SF,427.5,162,735,990,0,22.5,0,8,49.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_10%SF,405,171,735,990,0,45,0,8,52.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_15%SF,382.5,180,735,990,0,67.5,0,8,56.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R51_20%SF,360,180,735,990,0,90,0,8,56.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_22,323.75,113.3125,1035,740,0,26.25,0,6.3,49.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1002/suco.202000061
R52_23,297.5,104.125,1035,740,0,52.5,0,6.3,53.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_24,297.5,104.125,1035,740,52.5,0,0,6.3,39.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_25,245,85.75,1035,740,105,0,0,6.3,31.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_26,297,103.95,1035,740,0,0,52.5,6.3,42.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_27,245,85.75,1035,740,0,0,105,6.3,41.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_28,297.5,104.125,1035,740,26.25,26.25,0,6.3,52.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_29,297.5,104.125,1035,740,0,26.25,26.25,6.3,55.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R52_30,245,85.75,1035,740,52.5,0,52.5,6.3,33.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_SF7.5,449,145,1140.677966,673,0,36,0,6.0615,99.705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2009.08.045
R53_SF15,412,145,1143.859649,652,0,73,0,7.21,102.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_BS50,243,145,1165.517241,676,0,0,243,4.2525,83.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_BS70,146,145,1166.666667,665,0,0,340,4.38,63.155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_SF+BS50,206,145,1113.559322,657,0,36,243,5.15,89.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_FA20,388,145,1151.724138,668,97,0,0,6.79,67.575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_FA40,291,145,1153.571429,646,194,0,0,5.0925,49.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_SF+FA20,352,145,1143.859649,652,97,36,0,6.16,80.155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R53_SF+FA40,255,145,1150.909091,633,194,36,0,5.7375,64.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_LS-1,350,140,986,720,100,0,0,10.8,49.04,-1,-1,55.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.jclepro.2014.06.019
R54_LS-2,350,153,966,706,100,0,0,9.5,48.96,-1,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_LS-3,350,167,947,692,100,0,0,8.1,48.96,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_LS-4,350,180,927,678,100,0,0,6.8,48.87,-1,-1,28.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_MW-1,350,140,1109,720,100,0,0,10.8,46.32,-1,-1,53.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_MW-2,350,153,1087,706,100,0,0,9.5,45.9,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_MW-3,350,167,1065,692,100,0,0,8.1,45.47,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_MW-4,350,180,1043,678,100,0,0,6.8,44.2,-1,-1,15.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_RA-1,350,140,1002,720,100,0,0,10.8,46.24,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_RA-2,350,153,982,706,100,0,0,9.5,42.5,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_RA-3,350,167,963,692,100,0,0,8.1,35.7,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R54_RA-4,350,180,943,678,100,0,0,6.8,32.72,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R55_RCA,440,209,705,748,110,0,0,9.35,45.05,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2014.04.090
R55_RCA-HCL,440,209,708.7,748,110,0,0,9.35,47.26,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R55_RCA-WG,440,209,680.9,750,110,0,0,7.7,49.3,3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R55_RCA-TSM,440,209,705,748,110,0,0,9.35,51,3.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R55_RCA-CSF,440,209,635.5,748,110,0,0,9.35,42.5,2.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R56_CFA0,200,90,1014,740,200,0,0,0.5,36.55,-1,-1,-1,1154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2011.11.013
R56_CFA2SF,200,90,1014,739,192,8,0,0.6,36.97,-1,-1,-1,891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R56_CSL0,200,90,1014,774,0,0,200,1.4,57.8,-1,-1,-1,1049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R56_CSL2SF,200,90,1014,771,0,8,192,1.7,58.14,-1,-1,-1,946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-2,269.45,190,1396,698,31.7,15.85,0,0,17.76,-1,3.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.32732/jcec.2023.12.2.78
R57_SP-3,253.6,190,1396,698,47.55,15.85,0,0,15.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-4,237.75,190,1396,698,63.4,15.85,0,0,15.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-5,253.6,190,1396,698,31.7,31.7,0,0,14.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-6,237.75,190,1396,698,31.7,47.55,0,0,16.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-7,253.6,190,1396,698,31.7,31.7,0,0,14.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-8,253.6,190,1396,698,31.7,31.7,0,0,16.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-9,253.6,190,1396,698,47.55,15.85,0,0,16.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-10,237.75,190,1396,698,63.4,15.85,0,0,16.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-11,237.75,190,1396,698,31.7,47.55,0,0,17.65,-1,2.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R57_SP-12,237.75,190,1396,698,31.7,47.55,0,0,17.95,-1,2.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-A1,474.3,158,1029,686,52.7,0,0,10.54,65.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1051/e3sconf/202123703038
R58-A2,421.6,158,1029,686,105.4,0,0,10.54,60.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-A3,368.9,158,1029,686,158.1,0,0,10.54,46.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-B4,495.38,158,1029,686,0,31.62,0,10.54,75.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-B5,484.84,158,1029,686,0,42.16,0,10.54,76.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-B6,474.3,158,1029,686,0,52.7,0,10.54,76.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-C7,442.68,158,1029,686,52.7,31.62,0,10.54,53.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-C8,421.6,158,1029,686,52.7,52.7,0,10.54,64.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-C9,379.44,158,1029,686,105.4,42.16,0,10.54,61.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-C10,337.28,158,1029,686,158.1,31.62,0,10.54,52.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R58-C11,316.2,158,1029,686,158.1,52.7,0,10.54,49.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R59_G30,280,160,1104,736,0,0,120,2,19.975,2,5.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.cscm.2024.e03190
R59_G40,240,160,1104,736,0,0,160,2,21.08,2.8,4.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R59_G50,200,160,1104,736,0,0,200,2,21.505,1.6,4.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R60_80BFS,80,163,1184,684,0,0,320,2.85,34.8,-1,-1,-1,-1,-1,-1,-1,405,540,558,-1,-1,-1,-1,https://doi-org.wwwproxy1.library.unsw.edu.au/10.1002/suco.202000251
R60_70BFS-FA,120,163,1184,684,84,0,196,1.15,42.5,-1,-1,-1,-1,-1,-1,-1,390,445,490,-1,-1,-1,-1,
R61_MIX1,304.56,160,1270,605,84.6,33.84,126.9,3.6,44.914,4.24,5.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://iopscience.iop.org/article/10.1088/1757-899X/1185/1/012016
R61_MIX2,304.56,160,1270,605,84.6,33.84,169.2,3.6,49.946,4.27,5.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX3,304.56,160,1270,605,84.6,33.84,211.5,3.6,45.5345,3.64,5.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX4,262.26,160,1270,605,126.9,33.84,126.9,3.6,40.5875,3.66,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX5,262.26,160,1270,605,126.9,33.84,169.2,3.6,43.894,3.95,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX6,262.26,160,1270,605,126.9,33.84,211.5,3.6,42.262,3.66,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX7,219.96,160,1270,605,169.2,33.84,126.9,3.6,39.7885,3,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX8,219.96,160,1270,605,169.2,33.84,169.2,3.6,40.596,3.19,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R61_MIX9,219.96,160,1270,605,169.2,33.84,211.5,3.6,37.4255,2.81,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R62_M-1,450,184.5,1201.5,306,0,0,306,3.78,34,3,4.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://www.ripublication.com/ijaer18/ijaerv13n8_18.pdf
R62_M-2,360,184.5,1201.5,612,90,0,0,2.25,32.72,2.5,4.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R62_M-3,315,184.5,1201.5,612,135,0,0,2.25,25.5,2.38,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R62_M-4,270,184.5,1201.5,612,180,0,0,2.25,23.21,2.3,3.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R62_M-5,360,184.5,1201.5,306,90,0,306,7.56,27.71,2.52,4.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R62_M-6,315,184.5,1201.5,306,135,0,306,7.56,30.01,2.61,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R62_M-7,270,184.5,1201.5,306,180,0,306,7.56,31.02,2.65,4.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SF2.5,409.5,155.61,874,874,0,10.5,0,2.016,61.61,-1,-1,-1,3200,2400,1990,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.cemconcomp.2012.01.007
R63_SF5,399,151.62,872,872,0,21,0,2.016,65.45,-1,-1,-1,2100,1000,800,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SF7.5,388.5,147.63,870,870,0,31.5,0,2.016,67.15,-1,-1,-1,1500,750,650,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SF10,378,143.64,869,869,0,42,0,2.016,68,-1,-1,-1,1100,740,400,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL15,357,135.66,873,873,0,0,63,2.016,52.7,-1,-1,-1,6100,3990,2800,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL30,294,111.72,870,870,0,0,126,2.016,46.75,-1,-1,-1,5950,2600,1800,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL50,210,79.8,866,866,0,0,210,2.016,34,-1,-1,-1,5100,2000,1200,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL15-SF2.5,346.5,131.67,872,872,0,10.5,63,2.016,53.55,-1,-1,-1,4550,1500,1400,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL15-SF5,336,127.68,870,870,0,21,63,2.016,55.25,-1,-1,-1,5000,1490,1000,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL15-SF7.5,325.5,123.69,868,868,0,31.5,63,2.016,57.8,-1,-1,-1,2285,800,800,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL30-SF2.5,283.5,107.73,869,869,0,10.5,126,2.016,47.6,-1,-1,-1,3950,1410,1020,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL30-SF5,273,103.74,867,867,0,21,126,2.016,44.2,-1,-1,-1,3500,1000,850,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL30-SF7.5,262.5,99.75,865,865,0,31.5,126,2.016,48.11,-1,-1,-1,2100,900,580,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL50-SF2.5,199.5,75.81,865,865,0,10.5,210,2.016,31.53,-1,-1,-1,3290,995,560,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL50-SF5,189,71.82,863,863,0,21,210,2.016,34,-1,-1,-1,2080,990,550,-1,-1,-1,-1,-1,-1,-1,-1,
R63_SL50-SF7.5,178.5,67.83,861,861,0,31.5,210,2.016,33.66,-1,-1,-1,1990,988,300,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D0-45,160,130,115,770,127,0,0,2.296,31.7,3,-1,-1,5350,4500,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.jmrt.2020.04.038
R64_D10-45,144,129,115,770,127,0,16,2.296,33.5,3.2,-1,-1,5070,4250,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D20-45,127,127,1115,770,127,0,32,2.288,35.8,3.5,-1,-1,4850,3800,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D30-45,111,128,1115,770,127,0,47,2.28,37,3.52,-1,-1,4030,3180,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D40-45,94,128,1115,770,127,0,63,2.272,39.8,3.7,-1,-1,3930,2998,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D50-45,78,128,1115,770,127,0,78,2.264,39.2,3.91,-1,-1,3430,2800,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D30-30,158,105,1115,770,127,0,68,2.824,41.4,3.82,-1,-1,2200,1800,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D30-35,140,114,1115,770,127,0,60,2.616,38,3.74,-1,-1,3500,2200,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D30-40,124,122,1115,770,127,0,53,2.432,37.4,3.68,-1,-1,3980,2830,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D30-45,111,128,1115,770,127,0,47,2.28,37,3.52,-1,-1,4060,3260,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R64_D30-50,99,133,1115,770,127,0,42,2.144,33,3.28,-1,-1,4260,3250,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C80F20,320,152,1097,731.2,80,0,0,0,36.55,5.35,8.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.3390/ma15093016
R65_C70F30,280,152,1097,731.2,120,0,0,0,45.9,4.93,8.35,50.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C60F40,240,152,1097,731.2,160,0,0,0,46.1,4.02,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C80S20,320,152,1097,731.2,0,0,80,0,51.85,4.41,9,45.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C70S30,280,152,1097,731.2,0,0,120,0,55.25,4.19,9.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C60S40,240,152,1097,731.2,0,0,160,0,51.85,4,8.1,51.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C65F20S15,260,152,1097,731.2,80,0,60,0,42.5,4.15,8,45.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R65_C60F20S20,240,152,1097,731.2,80,0,80,0,42.5,3.47,6.9,51.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R66_BFC-20,260.8,179,1109,675,65.2,0,0,0,27.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1007/978-981-15-5101-7_1
R66_TFS-4,247.76,179,1109,675,65.2,13.04,0,0,30.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R66_TFS-8,234.72,179,1109,675,65.2,26.08,0,0,28.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R66_TFS-12,221.68,179,1109,675,65.2,39.12,0,0,25.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_2,504.84,185.45,797.49,886.58,0,10.1,0,11.32868,59.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2024.136933
R67_3,494.53,185.45,795.98,884.9,0,19.78,0,11.31482,60.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_4,484.23,185.45,794.48,883.23,0,29.05,0,11.29216,60.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_5,473.93,185.45,792.97,881.55,0,37.9,0,11.26026,61.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_6,463.63,185.45,791.46,879.87,0,46.36,0,11.21978,61.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_7,499.69,185.45,776.12,862.82,49.969,0,0,12.092498,44.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_8,489.38,185.45,774.62,861.15,48.938,9.79,0,12.058376,51.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_9,479.08,185.45,773.11,859.47,47.908,19.16,0,12.015256,53.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_10,468.78,185.45,771.6,857.8,46.878,28.13,0,11.963336,54.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_11,458.47,185.45,770.09,856.12,45.847,36.68,0,11.901934,54.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_12,448.17,185.45,768.59,854.45,44.817,44.82,0,11.831754,54.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_13,484.23,185.45,753.25,837.39,96.846,0,0,12.783672,44.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_14,473.93,185.45,751.74,835.72,94.786,9.48,0,12.720312,53.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_15,463.63,185.45,750.23,834.04,92.726,18.54,0,12.647712,53.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_16,453.32,185.45,748.23,832.37,90.664,27.2,0,12.566048,54.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_17,443.02,185.45,747.22,830.69,88.604,35.44,0,12.475408,55.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_18,432.72,185.45,745.71,829.02,86.544,43.27,0,12.375748,54.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_19,430.14,185.45,746.81,830.23,129.042,0,0,12.302004,46.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_20,419.84,185.45,745.3,828.56,125.952,8.4,0,12.192224,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_21,409.54,185.45,743.79,826.88,122.862,16.38,0,12.073204,54.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_22,399.23,185.45,742.29,825.21,119.769,23.95,0,11.944878,55.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_23,388.93,185.45,740.78,823.53,116.679,31.11,0,11.807818,56.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_24,378.63,185.45,739.27,821.85,113.589,37.86,0,11.661738,56.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_25,401.81,185.45,729.41,810.89,160.724,0,0,12.375748,45.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_26,391.51,185.45,727.9,809.22,156.604,7.83,0,12.230768,54.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_27,381.2,185.45,726.4,807.54,152.48,15.25,0,12.07646,54.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_28,370.9,185.45,724.89,805.87,148.36,22.25,0,11.91322,56.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_29,360.6,185.45,723.38,804.19,144.24,28.85,0,11.74118,56.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_30,350.3,185.45,721.87,802.51,140.12,35.03,0,11.5599,56.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
