cement_opc,scm_flyash,silica_sand,locally_avail_sand,w_b,hrwr_b,perc_of_fibre,aspect_ratio,tensile_strength,density,youngs_modulus,elongation,compressive_strength
1.0,0.4544847283240239,0.5063692543182546,0.3453012821486971,0.29457211012390205,0.19497953903714724,2.3634350767248264,0.26788465956435414,112.0,637.0,58.88055010150584,34.84,58.37146910535481
1.0,0.34385120743903,0.10081277641350433,0.23823640626701684,0.5933579434108076,0.5168299497895558,1.7164085946374281,0.3334751453183604,112.0,637.0,44.02486445805682,34.84,44.131910674122935
1.0,1.5157348387907355,0.18871609123519628,0.39990778560868906,0.287717439191534,0.24322159305908927,2.5487647252694074,0.3695935569903624,112.0,637.0,62.188970179423514,34.84,61.952199756664925
1.0,1.456111207916312,0.47097770091195723,0.19920366074917692,0.47417815648968975,0.4196258821642011,2.0349179442956444,0.28302445545788296,112.0,637.0,55.629417159433814,34.84,55.26848022479594
1.0,1.5875471058971555,0.4676793283632985,0.3214142871566451,0.46178858277850926,0.12463767070376615,1.4390799000963637,0.30474200949008506,112.0,637.0,52.913095361797616,34.84,52.88016370006796
1.0,1.458325256917706,0.17193249234041014,0.20485474988169852,0.4397501011584355,0.10001886485133198,1.5606290150086153,0.290852060248753,112.0,637.0,46.57470847434932,34.84,47.867972697150606
1.0,1.7373006724742168,0.4881822940505354,0.1205278249043815,0.31883450840373573,0.16289995070998367,1.1242536881688796,0.19440628925449763,112.0,637.0,59.321062701089694,34.84,58.56875793950749
1.0,2.540499703593277,0.05059854492808027,0.16437883105132936,1.0462359646088955,0.36299603423708704,1.6188004598566323,0.30776494162129353,112.0,637.0,43.561888253160795,34.84,42.99930077989147
1.0,1.388370501170906,0.3504827678547444,0.2541515004975581,0.5365537407158373,0.2261984214898077,3.1488363521307225,0.22634794105486583,112.0,637.0,61.00136620370094,34.84,60.556986040624885
1.0,0.5707306263439555,0.769013234987433,0.5035103743333081,0.339949663897625,0.4077637985737163,3.108110188091119,0.23073716812768152,112.0,637.0,65.4078770208405,34.84,64.91468117154133
1.0,0.4184269114019441,0.04122429900673036,0.2035474459959043,0.5187747024209226,0.49164344678328087,1.8613721001328636,0.3176944515676969,112.0,637.0,43.632954564317714,34.84,43.98217977895599
1.0,1.1430282777916136,0.0670478982726794,0.2273202173270324,1.098953646023913,0.16194158657071542,1.871100403178804,0.37952555643989677,112.0,637.0,42.565506631354175,34.84,42.184744076384995
1.0,1.1595887921502444,0.04139187345204797,0.29206395783452244,0.45978436638497766,0.39663385455633876,1.2383357162680535,0.3371146665082787,112.0,637.0,44.81703381020754,34.84,44.16451726010088
1.0,0.6321342101602941,0.21000797591249643,0.19300379755133232,0.9464112261930979,0.5231495494266729,2.44266545195739,0.32197144358952534,112.0,637.0,50.76168999174499,34.84,50.441087443643845
1.0,0.2996911456803582,0.1579204645109285,0.20168455847079553,0.24767669934360456,0.4381704656767395,1.0486792315328648,0.30426711907838727,112.0,637.0,50.790369577134285,34.84,50.63983057066574
1.0,1.0967207689744634,0.020079904090675508,0.2491724556357078,0.2872711801274456,0.11778696304998046,3.0047001758846017,0.344043037073324,112.0,637.0,64.67515817715113,34.84,63.71137255467736
1.0,3.1059004586253693,0.1985807863683826,0.2053376749082685,0.15077685357054413,0.10337697908182822,2.469157398226386,0.4154586454141061,112.0,637.0,54.112183707979625,34.84,53.5225618578043
1.0,1.7002654166446358,0.07042485671204314,0.12303992582164465,1.180723966878499,0.20883313950952753,1.7840615179639385,0.2462599707398202,112.0,637.0,50.6831048002777,34.84,51.19161232368788
1.0,1.6232702557748109,0.05486934567457013,0.18931386973371334,0.18774281108967794,0.21282300897959247,2.4889218836290503,0.24813964317744647,112.0,637.0,66.53890866929274,34.84,65.46759636418734
1.0,1.2614870951855772,0.138970035796093,0.3063152330147696,0.4796722075696362,0.3983300554567134,1.7207494713647833,0.333264446954158,112.0,637.0,45.80078811911185,34.84,47.63774496682694
1.0,1.1419676924259468,0.40570388205348124,0.3099583997236924,1.048190246251311,0.16110038645214508,2.2135062980965805,0.18969867056427192,112.0,637.0,60.278943295739,34.84,59.73560820282001
1.0,1.7901225803640168,0.04793440948062312,0.4030193256050853,0.7144998574044024,0.3217323100022936,2.241201587073273,0.2750451224339046,112.0,637.0,49.956170665042585,34.84,50.58331211366525
1.0,0.67858239661117,0.3471840861894429,0.3908364309460607,0.530673823581697,0.15205579384523174,3.5229905279338225,0.29893009043135926,112.0,637.0,55.7714980765115,34.84,57.28838862359282
1.0,3.5216738058062487,0.05221489775793566,0.17213962175946906,0.8351096585172848,0.31056090602458813,2.5535853671505584,0.24821344861936379,112.0,637.0,43.78842281043689,34.84,43.05376999394938
1.0,0.7099111664481504,0.007042220951918027,0.18257790843365057,0.31475902545633133,0.2079507136732127,3.330924772671827,0.18059812764646466,112.0,637.0,68.99585303372046,34.84,69.12632655006462
1.0,1.874361035118812,0.024918876429281766,0.18566889640513498,0.5695486688903993,0.3126550567287909,2.439371639667292,0.38771641583124816,112.0,637.0,49.06454802533862,34.84,49.7633242570716
1.0,0.7498035051445481,0.11155116055519902,0.22880595381182128,0.41558087782416164,0.21787806268604185,1.9692489139870148,0.2449672889155118,112.0,637.0,49.150369903420064,34.84,49.986550877102445
1.0,1.477847161662974,0.06270719994263275,0.191260883987165,0.4113227850436911,0.08667296338715053,2.584552223489491,0.2475063722025299,112.0,637.0,54.25788872951556,34.84,54.64417751782234
1.0,1.9786877456923422,0.9006560570261416,0.226859073071966,0.4836180420203103,0.33708455371958823,2.3841081983770476,0.38263022748658654,112.0,637.0,51.17957563437727,34.84,51.47865200396293
1.0,0.5018685068531762,0.6073789634159873,0.1739821725139095,0.7912875866707817,0.4691242007607279,1.7044570299593493,0.14212193399666317,112.0,637.0,59.217553378643416,34.84,59.02624753287111
1.0,0.7995626503528551,0.6355693408929737,0.3267132496080795,0.9622469186406912,0.17207485325415278,1.0366124569571233,0.39916692226311395,112.0,637.0,52.480931831390656,34.84,53.968614894357295
1.0,0.8310563600597132,0.4022389745911125,0.16903318727865774,0.38471153621908,0.39174596344388274,1.578898757898302,0.47094722913192905,112.0,637.0,53.405550864200066,34.84,54.235145812865554
1.0,1.1954570219001772,0.07632852401654328,0.1658797881427586,0.2550998552944432,0.1923216382704081,1.5733486712442821,0.22908259463543407,112.0,637.0,57.24945156837182,34.84,57.625724903221034
1.0,1.576068315957484,0.29286931571793606,0.2954787217531633,0.2918416221366394,0.1330727299455174,2.6347082042250713,0.2512992403065798,112.0,637.0,64.74676974533834,34.84,65.53398756002109
1.0,3.138385725442049,0.16218247607951575,0.3190856344708842,1.1643271691662276,0.19251887740562104,1.9620327920096905,0.31505594488085964,112.0,637.0,39.8796677962497,34.84,39.275659608533104
1.0,1.0107732729751977,0.5717929635155924,0.22253486786157745,0.9218563931716602,0.23839813304923663,1.3754391013710985,0.2982075826834016,112.0,637.0,54.149468480211354,34.84,54.05467884881176
1.0,3.0356290151132606,0.390293431654972,0.33739556381806857,0.25476988727046207,0.13504916229133673,1.8713903541495542,0.3533975721128933,112.0,637.0,46.09773757519001,34.84,46.32188725805915
1.0,1.6690827425913084,0.38692800425487417,0.3282556557032204,1.0087889135829913,0.5131995829769898,1.7376549583848253,0.315755289676007,112.0,637.0,48.29956196829089,34.84,49.51160126264723
1.0,0.6953727919351493,0.06905522671761646,0.4992462701585917,0.3080221314270747,0.12156304064414074,1.3076835961762616,0.34100618004383293,112.0,637.0,46.24369128676762,34.84,46.363975852004664
1.0,1.2646904888793942,0.06563811411507715,0.3203779651222018,0.6129625630622809,0.1993647345110642,4.063774275371909,0.623418628542043,112.0,637.0,53.3199506531635,34.84,52.82878050930498
1.0,0.5769587309829852,0.3155351820745255,0.4640962519100682,0.3079068591634591,0.1647981317297695,1.8522896114045393,0.19462549968448786,112.0,637.0,52.468898452881,34.84,53.3328485346652
1.0,1.1433911970522663,0.6488314298484766,0.24820897050952653,1.2965163727791051,0.5142702696073017,1.3890550000769757,0.383880667332342,112.0,637.0,53.402592595320215,34.84,52.58557544194505
1.0,1.0999045364242548,1.1383649885757943,0.4128554055018836,0.3306071362581131,0.12299725891914308,0.9184811928376574,0.39622805503228314,112.0,637.0,57.040801612368526,34.84,56.85213925975571
1.0,1.4909050594283393,0.009433945245376203,0.4161886437980283,0.26010782410354333,0.39482295969928666,2.10954784078798,0.21829554169881635,112.0,637.0,62.28386935673356,34.84,62.0869499120362
1.0,1.877632339709313,0.2756033265655693,0.22962970151324386,0.3499320517131036,0.2884219095810048,2.5886162129614148,0.23393912324940544,112.0,637.0,56.22080754763917,34.84,56.19192691074262
1.0,1.318902360036628,0.7062803733490041,0.1865708776656565,1.3189793814432986,0.1400475434363358,1.4847421117822865,0.3160653561580152,112.0,637.0,55.797031748776334,34.84,56.68111545226475
1.0,0.7438393808760642,0.520320323850784,0.19947834333408115,0.50083586457683,0.2192171550845384,2.1631736614899206,0.21076347726438494,112.0,637.0,61.56640672325862,34.84,59.75602949606839
1.0,3.8039024779885504,0.3743075145996155,0.28389871474215256,0.2629315709368494,0.2385465591274753,1.2047303207109497,0.24413078319933018,112.0,637.0,42.84434466804432,34.84,43.905043564475626
1.0,2.7063174211323653,0.6954205146782177,0.1565530582467635,0.29642993936451845,0.35013704820363256,1.8147007976362506,0.29742296872330276,112.0,637.0,54.65033635029817,34.84,54.869995585422004
1.0,3.2423303410133686,0.05897997004218771,0.2040014010959392,0.18349024364820263,0.18930644913467393,3.388476527230315,0.24024984738058067,112.0,637.0,50.35092072722305,34.84,48.88844105797207
1.0,1.249484419533989,0.5375289201821014,0.3822638664929133,0.575976816688259,0.35837146350161864,1.811124055872069,0.26698103078874075,112.0,637.0,56.05590512885411,34.84,55.82277311426945
1.0,1.6305412480149242,0.7393134141594845,0.312424123636487,0.23526905905073545,0.26779880700120595,1.4899309685019817,0.23027075847561493,112.0,637.0,61.28121104931664,34.84,59.82401077226339
1.0,1.211954821985039,0.04341502101370998,0.09907031021602775,0.7642007993656529,0.3274891305128134,3.829557814662962,0.2262983877541898,112.0,637.0,58.02819862276827,34.84,56.187703423859595
1.0,1.4973180655314855,0.39085781846752515,0.1460295751969108,0.6526519686827348,0.16821412945806624,2.2231426595769843,0.31384240713730077,112.0,637.0,53.650025825137014,34.84,53.1987187437366
1.0,1.5397706756270173,0.5778361882136046,0.5510915641947249,0.41821335747491156,0.23166350937886357,1.5933195288333721,0.2749018706058045,112.0,637.0,54.385096717689436,34.84,53.308521817299344
1.0,0.6382753743320775,0.628157462837792,0.3797042212664969,0.815712390821492,0.27615547044533356,1.3411960691653624,0.2895592874081963,112.0,637.0,53.35547568233701,34.84,52.61304495430063
1.0,1.1553331401287836,0.007121087464751369,0.19421849908415864,0.6984027418905135,0.2722367435174236,1.1722575332434328,0.3311924674695782,112.0,637.0,43.87238457301763,34.84,43.50729755189856
1.0,2.2981521195031185,0.11630466933136249,0.13762772869990186,0.4755426121824626,0.25622879541517396,2.478678664603837,0.2936356034957073,112.0,637.0,50.10464265135095,34.84,50.70315376675066
1.0,2.1961131176329554,0.9527973821523421,0.15072146695693614,0.2994437688425283,0.7439682012736801,2.9136662667637054,0.2604216650023803,112.0,637.0,59.825264400807164,34.84,61.24300376342872
1.0,1.1435583975556483,0.17353426760859175,0.2942373656768971,0.540647899122563,0.348276226718724,2.0237664807894644,0.2295591467262855,112.0,637.0,52.31869551942445,34.84,52.467541207755865
1.0,1.555351536651129,0.05952025151651959,0.5142392904318013,0.5390726361594015,0.37599437076610603,1.8415578070761731,0.3122094495244754,112.0,637.0,45.810730543585514,34.84,45.058924702467586
1.0,1.1917280452387777,0.04955185486430591,0.5019346382889128,0.5621275025048402,0.29568564168779776,2.676411609294929,0.44636366210496026,112.0,637.0,52.0159732054416,34.84,51.96703096632732
1.0,1.9150933927470675,0.12514517961933608,0.13313497253311982,0.45738131831596357,0.34120365486689236,1.0315361101382872,0.3449770385044326,112.0,637.0,45.074529833094026,34.84,44.09264108895836
1.0,0.49905019426769504,0.7404719832598645,0.21663431117641363,0.5177944373681156,0.2886316376967468,2.0979779512690446,0.19867959645582137,112.0,637.0,59.41410526377634,34.84,60.810426973840464
1.0,1.7926605843427108,0.0731777608076716,0.17498762231526674,0.5113611743548558,0.6485480035771715,2.040287610582109,0.17618227278980106,112.0,637.0,52.98070663246822,34.84,51.006920538015066
1.0,2.7992253987047673,0.02612347094672128,0.2553939292766323,0.8687425438033906,0.25361283624645203,2.464419527505949,0.2374088717206986,112.0,637.0,48.44744803116134,34.84,47.96332384630273
1.0,0.9208606398932417,1.4,0.14611771173510174,0.23251414927602215,0.39604186960251786,2.5408586821380252,0.19720481578570567,112.0,637.0,52.20052765334516,34.84,52.44470611036207
1.0,2.60532610158428,0.1289711261636683,0.19697938544345453,0.26645543246545667,0.7413743270357152,1.6670082503667034,0.20906498342476104,112.0,637.0,49.65751131792053,34.84,50.48927093327468
1.0,1.5967604990573543,1.0922765512395731,0.17430912782623267,0.4564897434988199,0.36226413865076246,4.885026657789608,0.16244628731317914,112.0,637.0,56.551855236472804,34.84,56.09769417529414
1.0,1.3170956907777227,0.9544262195282218,0.29585834322394294,0.30066811652173425,0.22669343895748043,1.2085944303099976,0.2970032867397306,112.0,637.0,44.359665269875435,34.84,43.899918159580885
1.0,1.138662660926868,0.950830039177224,0.19931277027724378,0.48854792052277163,0.18106161827417372,1.6135882284324352,0.2152714889360869,112.0,637.0,45.48644116109292,34.84,44.936256227566915
1.0,2.652200191958475,0.24381224426554374,0.21050891817440728,0.2519986689812429,0.20398970032622857,3.0424705924914712,0.21478248561834962,112.0,637.0,52.19657150773405,34.84,51.39023143273602
1.0,1.1938638031778104,0.0351292211333203,0.2944341234328283,0.27268331777228316,0.31788941107940405,1.496572018426083,0.24136987973619503,112.0,637.0,59.83410066130003,34.84,59.605958879255326
1.0,3.014438551227362,0.3471910660106866,0.4528171786518225,1.2318214760468544,0.6377687782093739,2.1337140732272957,0.24254652714630118,112.0,637.0,46.45925273340143,34.84,47.083144800535464
1.0,2.8375433427446657,0.08778715385202203,0.5421282935184069,0.39202864966500744,0.3534213601120309,1.5712198755381612,0.2648425232825771,112.0,637.0,42.472057891159466,34.84,42.38228054636284
1.0,1.0497280432088163,0.9586017566343799,0.2883486969575204,0.2447850307740862,0.215416355186012,1.6802664637995424,0.20354055687509595,112.0,637.0,44.32621325005057,34.84,43.56534731664803
1.0,1.242931591948683,0.3273878847976858,0.23439867000251902,0.4151292305101887,0.2243901050673276,1.0938972438041166,0.3534174633925395,112.0,637.0,45.506032076538304,34.84,44.81446984983657
1.0,0.4032509988384369,0.27668095363181583,0.3999670593221953,0.7381977288571493,0.24253011123802157,2.90502014674794,0.30017245066839854,112.0,637.0,54.09283075604505,34.84,53.11053901509185
1.0,1.3405672716671542,0.09657950975903151,0.3779170953705939,0.8033307186310502,0.13369135195498583,2.9358817682405736,0.3096816303294826,112.0,637.0,57.6080642932987,34.84,56.16991470028969
1.0,1.432039797446639,0.15302430239602285,0.33904521800683746,0.21176251353374972,0.2078853586525865,2.9310719539476615,0.2541837843467759,112.0,637.0,67.84254113860152,34.84,69.1491475321812
1.0,2.4237519181225387,0.48476308324333806,0.1329500106786634,0.29960938775719503,0.20337908884148223,1.6502012275417104,0.360809072673463,112.0,637.0,56.92871777205727,34.84,55.710435770288186
1.0,2.916219594656719,0.40541398607639806,0.38385863578879825,0.49144726959958496,0.7840407216494845,2.36967969793578,0.3150846602803048,112.0,637.0,48.529457636501284,34.84,49.91875015734365
1.0,2.0088505023669794,0.57864149960847,0.2778178068932242,0.43225432812302883,0.41541825824297335,5.0,0.29408252274618685,112.0,637.0,59.02029007917682,34.84,59.26398851089086
1.0,2.3222224072793844,0.6250144160273252,0.1725647887418284,0.19755126358021233,0.15282680822338204,2.322871930476268,0.354501613099492,112.0,637.0,49.94042469553988,34.84,48.72636690336994
1.0,1.2423881751345578,0.6806430020660771,0.18775724886847503,0.21422057971340988,0.11925281883523542,1.1681848186370805,0.19122058701402858,112.0,637.0,54.71382283353998,34.84,55.1096984624845
1.0,0.6634213577257807,0.046559371448552565,0.302507237626659,0.2578040039890047,0.13602550317996326,1.3485892428923272,0.29432831941114945,112.0,637.0,52.79856455280318,34.84,50.643946379260704
1.0,1.5951913968477671,0.42605150759015714,0.09325617975569377,0.1813733037244595,0.5298863626903753,1.3186918475186034,0.24104587300163133,112.0,637.0,58.926724265851064,34.84,58.25856182970915
1.0,2.402814623021298,0.396117268294289,0.23113174284912436,0.3495916205359465,0.13313035290582284,3.790994958680686,0.23788971279643908,112.0,637.0,60.17879176405984,34.84,59.37247443246869
1.0,0.2109632584428209,0.023865466133498863,0.18896188581171985,0.7989110262561193,0.5844764871037486,2.440717141312869,0.3385511406805634,112.0,637.0,48.090416131152125,34.84,48.82155399272226
1.0,1.468819107032431,0.45314848985537837,0.18177930853280766,0.3151597379008361,0.2946285433400935,0.9578153197896221,0.38650273361906257,112.0,637.0,60.487686452363086,34.84,60.10429959851414
1.0,0.4418354889358908,0.9436226154447861,0.20373291687926426,0.7553105862505286,0.23110199627724912,3.758775409555716,0.3777151380789052,112.0,637.0,51.61534693573331,34.84,52.07835476086824
1.0,0.8779396910267753,0.4648455878642486,0.13810135769803444,0.44623669789159365,0.14745679863169966,2.6490513478369486,0.281853527442716,112.0,637.0,55.406087120237764,34.84,55.48332853655977
1.0,1.5003493096549672,0.02922942754888756,0.36178558757942664,0.401139873635131,0.49165087189602324,2.198538931189624,0.2611068543304974,112.0,637.0,52.52499286079096,34.84,50.93041849130547
1.0,2.9406536626039013,0.08830405483528649,0.10791208300407724,0.19116395505971615,0.34342106687284646,4.16180953199762,0.374969281685079,112.0,637.0,49.795234103748676,34.84,51.171673863104516
1.0,1.390451243653602,0.36698558811592136,0.25855474406309537,0.7891131664188742,0.40989471669564786,1.8149547164570607,0.22423698360351293,112.0,637.0,52.18936490829764,34.84,52.49213915762182
1.0,1.941110294081719,0.06718025310338976,0.1756204158693756,0.4660136438654063,0.22805543585378646,3.865672818337106,0.4166961455546692,112.0,637.0,50.70481275805518,34.84,50.43281999928184
1.0,1.5869605638837898,0.5033743279703031,0.5155417651509514,0.19756248205195878,0.36473527158363805,0.7081296606775553,0.25737456811479126,112.0,637.0,59.05899733627884,34.84,60.04977165511733
1.0,0.9091504050457682,0.2813983258375369,0.244531482263074,0.5321516724930961,0.5482098091897064,1.4284238394824142,0.2781977153245772,112.0,637.0,47.90771211159709,34.84,47.28937051384551
1.0,1.7529873193898244,0.6654072334585542,0.10809950362620495,0.327695078595284,0.35194812573207435,2.9481692105126784,0.24875940378465505,112.0,637.0,73.46310977008345,34.84,72.49400671620873
1.0,0.6523442283076671,0.19235035165487305,0.2984826301408825,0.4533488867580894,0.15416076139577284,4.492607768392638,0.2836945755881111,112.0,637.0,53.720713338327286,34.84,53.9016504943193
1.0,1.3796591527040147,0.376243305948225,0.15999233627759413,0.49574828540244115,0.3389362006282954,1.1344922754751088,0.22795702129351195,112.0,637.0,48.577618216775974,34.84,49.599794926407434
1.0,2.6264583845472904,0.10905700412062615,0.3526026625988529,0.8074402624635304,0.3811702854270254,1.65901483642911,0.25818135968775874,112.0,637.0,45.36816323393431,34.84,45.51560838317713
1.0,1.5228337210389638,0.2689795100338191,0.30664199525431374,0.2502253469334469,0.6044255134176648,2.189985199689049,0.29159223946836144,112.0,637.0,64.37412476784857,34.84,64.87931756271506
1.0,1.5873254731697466,0.042237769727559805,0.4244750057134451,0.5851933509060769,0.3501430086138729,1.2949595532128282,0.2745724878979658,112.0,637.0,47.33211186579375,34.84,46.38837684895221
1.0,1.1424617182499637,0.7580826763321649,0.260305749456621,0.8541868403953342,0.45332375844765976,1.7856852176520834,0.1582296552711125,112.0,637.0,61.51784580363999,34.84,61.867091029988984
1.0,0.5226158445956243,0.18354266193637506,0.3310595861359925,1.3189793814432986,0.35566751294448945,4.292765888652862,0.4987333521066675,112.0,637.0,52.04437962172762,34.84,52.16367680902872
1.0,1.2159162708808793,0.7228285818110471,0.2464051960560649,0.7430632790147128,0.13273616215084366,1.23957288382286,0.4057202322185108,112.0,637.0,54.382705588947395,34.84,53.12619304541816
1.0,2.138834625469213,0.18807915213755158,0.19372220279444266,0.5267386275205181,0.3956543485603115,1.8052064439633546,0.2149351069703117,112.0,637.0,50.95544011558522,34.84,51.160743214145846
1.0,1.6945140948471644,0.06544597621630946,0.36361702021587644,0.50447190092504,0.2775034581591394,2.303981522171393,0.24372757848777718,112.0,637.0,52.81027763450244,34.84,52.23428124707873
1.0,0.676029978246845,0.26291391021937666,0.15181602880390324,0.9553254490006358,0.7093376210059357,2.5246376991464237,0.2704598921638894,112.0,637.0,52.45881820262143,34.84,51.67334365116978
1.0,0.42651945966904536,0.0372891557622994,0.2391053747367813,0.3809936604514591,0.12725751904303123,1.341730891961236,0.328183020703856,112.0,637.0,42.019830819657315,34.84,41.04381808895469
1.0,0.9029798640341296,0.1782960244667252,0.19528238086190852,0.6545529640810505,0.1483798534562296,1.8592568369102127,0.31389754129058267,112.0,637.0,43.697234702759786,34.84,42.70276845626469
1.0,1.222721941089328,0.6389274663596197,0.3339616562812629,1.3169221156374717,0.37560852620513985,1.763264271367371,0.21825263721253163,112.0,637.0,61.27928894147186,34.84,61.109410828215196
1.0,1.2710632944040499,0.4404365560301177,0.1691221309521436,0.41626163594962196,0.5564924789788319,2.3377790977199497,0.48378873762919133,112.0,637.0,55.42962963355407,34.84,55.4415041690656
1.0,1.2802577560402357,0.31418040375800915,0.20751529329217813,0.16061739745007161,0.24609460822242274,1.1571532756801308,0.2567459806282731,112.0,637.0,60.89598170191453,34.84,60.98403835858087
1.0,1.3830775433731188,0.1848485737719979,0.2465138812618542,0.2858864028436257,0.24674503268217354,3.702902128944744,0.427226405737548,112.0,637.0,61.30595888946046,34.84,62.97827114126173
1.0,1.7241140842400529,1.002742788017094,0.4269245361371284,0.5091404626761532,0.28986722289736827,2.2876741138109815,0.244715073295778,112.0,637.0,48.046792292657194,34.84,48.77901936476335
1.0,1.0994294210993836,0.3242810116945501,0.19797858234010757,0.2893178795746619,0.20515723183128282,3.360284872915921,0.3593365648817243,112.0,637.0,66.73443052630694,34.84,67.3427864259339
1.0,0.7907157008595823,0.1115807264823067,0.20814301456558357,0.36958998538331345,0.4282115643476589,1.5425437734766705,0.306961432915355,112.0,637.0,44.594411094071845,34.84,44.74519525512538
1.0,1.8285896139763833,0.6191746503539971,0.14516812889922204,0.37935722573285646,0.20531412878604358,1.1331915995482278,0.23088386468885636,112.0,637.0,55.487620170912955,34.84,54.88498246538739
1.0,2.1653859494095977,0.47789367508255404,0.16680211033967593,0.5820031636798251,0.3709307322386259,1.285676349237049,0.32238605129678816,112.0,637.0,51.670174608101874,34.84,52.03580566795153
1.0,1.0028804929757476,0.08767092263748132,0.28366740037853594,0.27396991653927233,0.13485761678229316,2.823237948396658,0.29359646448085824,112.0,637.0,63.782170744776884,34.84,63.55983782840753
1.0,3.5341668645892264,0.8404954407487092,0.2454057018585949,0.32836273091884743,0.6171521037062354,1.6412068340905241,0.348316167256578,112.0,637.0,54.07373732685988,34.84,52.68256579036609
1.0,2.859905264565712,0.33434016032681063,0.24690704795028062,0.8884912742812895,0.09052865255952681,0.9371807534320079,0.23518998235826594,112.0,637.0,42.52308371987231,34.84,42.20519717623398
1.0,0.7059636931500677,0.38285896622537224,0.47013938949741674,0.34550951629092935,0.15357990536601046,2.204902720088766,0.27600483478799404,112.0,637.0,52.28048161410193,34.84,52.233797486803596
1.0,0.4478253314903936,0.8909040115301164,0.12833218653229667,0.6320029087716734,0.7840407216494845,1.737524360990584,0.33931085905110175,112.0,637.0,43.78033053122806,34.84,43.158858999996305
1.0,1.25208843277986,0.030428006065704134,0.5854354703040926,0.44273450648974993,0.27488669254792836,1.7586727038442838,0.18438854489980522,112.0,637.0,49.034341020237406,34.84,49.8033707276277
1.0,1.592843543885067,0.09601036385800131,0.3795175585895471,0.43460707952623306,0.18790694425835436,0.8977784810455102,0.21547328079231926,112.0,637.0,46.09814599724688,34.84,44.82780616294175
1.0,3.507436348706111,0.9035658937398062,0.21417452473089374,0.6359195204653509,0.13800585146588878,0.9878706994850563,0.2840474809699474,112.0,637.0,36.826076144229305,34.84,36.60483875438921
1.0,3.4467805391144246,0.08532456508232496,0.281330421366735,0.1732559705433183,0.21014896425920732,1.5596866128471831,0.2933782335425439,112.0,637.0,49.70451729374848,34.84,50.250968252838824
1.0,1.9435434607731386,0.27721445695294894,0.18697549326736135,0.548766721500693,0.3020917512660995,1.3022840355037784,0.2752602359072979,112.0,637.0,46.84025268617309,34.84,46.586922979535316
1.0,1.1121485804684317,1.0204967094492712,0.2737302194478455,0.5796256128376657,0.33335188825653594,1.5439400329241086,0.33848505934499656,112.0,637.0,43.11134731517916,34.84,42.85305633082059
1.0,2.478199961270367,0.05537627122500207,0.5491992181126246,0.6719762742615073,0.30704080035778947,3.0057880315982306,0.27496138641061524,112.0,637.0,53.74418655210188,34.84,53.12443208733522
1.0,1.4740950064531626,0.00460715511344325,0.18959360787344082,0.36440499123031106,0.10698907646360047,1.2204364213446628,0.35650843906493696,112.0,637.0,40.93074941122394,34.84,42.694288080076284
1.0,0.6150538522135282,0.044093979080707404,0.22195298763727575,0.43977535837226994,0.2801470378441304,1.3158612158688987,0.3032774517702818,112.0,637.0,43.6793477896052,34.84,43.408453423342635
1.0,0.6298407081000609,0.2730031433753829,0.1817913878170644,0.12899013487550684,0.30961792010065564,1.5752434887329212,0.21729348968154885,112.0,637.0,61.79937913959532,34.84,61.66979824737136
1.0,1.1163546328743852,0.2078835095141995,0.19324678181650756,0.3145303530242109,0.31111566432298665,1.2803074287822862,0.2921378591443091,112.0,637.0,60.064270254275876,34.84,57.9975061062729
1.0,2.2677599832261786,0.18070444013767933,0.20800039826010425,0.4800037336001988,0.2652254978139111,1.8267596945891105,0.27635411049990033,112.0,637.0,47.51554700568283,34.84,47.548180928785335
1.0,0.7427938345668001,0.15966726475592863,0.15985188642342668,0.917205886341803,0.14136693157500244,3.2978553441903915,0.24095106558637075,112.0,637.0,57.60206144626476,34.84,57.34640061197347
1.0,1.114981118517591,0.08346081615664179,0.21930057720462315,1.1064264523997602,0.1648571924389871,1.7652347828551795,0.19811889799308088,112.0,637.0,49.45572281441714,34.84,49.03394103732074
1.0,2.84714301116632,0.16730863575318816,0.24748336159764628,0.37047178297204925,0.4793334687223772,2.2878634993912605,0.21420050836175628,112.0,637.0,47.48590803898448,34.84,45.71701118375013
1.0,1.6929682692961152,0.42050730101371564,0.20796433348756152,0.6806287670726431,0.17732832498108286,0.6715591578566165,0.23129688265375237,112.0,637.0,53.178075595245,34.84,53.26426162456216
1.0,3.2507257893927854,0.5687993487996992,0.10110872962707988,0.4084615899779608,0.1821509529689094,2.103613905450372,0.35950215658176715,112.0,637.0,43.9542537839694,34.84,43.68301404717059
1.0,1.7983432961161616,0.4665294810915812,0.22860968617562205,0.19598182542990247,0.22536444530995442,4.08063829353464,0.2610419747443566,112.0,637.0,64.75601740257252,34.84,64.27754630135675
1.0,2.3102449931873363,0.1622090933410178,0.23811024240281825,0.5949806427673979,0.14224241339785765,2.1203993577839895,0.3733458431890072,112.0,637.0,45.051720781764246,34.84,45.71120714109442
1.0,1.1279033801633194,0.21099088423918366,0.49894307266383486,1.0984373469992617,0.35879519606479465,2.1507860315743246,0.2221547030600448,112.0,637.0,52.456856137881616,34.84,53.269427623902686
1.0,2.946790816456356,0.6404515715475028,0.24491614308034493,0.3633195397568212,0.13860390280571397,2.3177723316523258,0.23901341415186256,112.0,637.0,51.07139147410221,34.84,51.696856527811065
1.0,1.9740219741566938,0.6319422159582299,0.34605170498293586,0.2793241066535086,0.4493721883209034,4.263393195091831,0.2470887422417768,112.0,637.0,65.77562901077732,34.84,66.95939986542132
